"Happy Birthday, Mr. Mograbi","Avi Mograbi","Israel","1999","77 min","https://www.idfa.nl/en/film/cf24b267-5de2-45f1-9652-868578e86950/happy-birthday-mr-mograbi?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Happy Sad Route (and a Comedian)","Linda Hakeboom","Netherlands","2013","50 min","https://www.idfa.nl/en/film/8f88453b-0642-4dc6-9a46-73fb899a0528/the-happy-sad-route-and-a-comedian?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"He Fucked the Girl Out of Me","Taylor McCue","United States","2022","25 min","https://www.idfa.nl/en/film/de2f5394-b59e-46d4-83a8-26e227e547c2/he-fucked-the-girl-out-of-me?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Heart of Factory","Virna Molina, Ernesto Ardito","Argentina","2008","120 min","https://www.idfa.nl/en/film/c3bfe750-6117-4d21-bee4-211c945ed7c6/heart-of-factory?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Her Body and Other Mukbang","Echo Tang","United States","2022","3 min","https://www.idfa.nl/en/film/ef4ea7a5-bd08-464a-9029-89ccda60443e/her-body-and-other-mukbang?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Herd","Omer Daida","Israel","2021","37 min","https://www.idfa.nl/en/film/77d9449f-e452-43b9-bdd0-20b1af5f602e/herd?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Hidden Wounds","Tomas Kaan, Arnold van Bruggen","Netherlands","2013","8 min","https://www.idfa.nl/en/film/35986703-5e3f-4280-abbe-6ce02d9675b0/hidden-wounds?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"HIGHRISE: One Millionth Tower","Katerina Cizek","Canada","2011","15 min","https://www.idfa.nl/en/film/7a386184-5e8b-479a-a986-9103e0b6aced/highrise-one-millionth-tower?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Hissein Habré, a Chadian Tragedy","Mahamat-Saleh Haroun","France, Chad","2016","82 min","https://www.idfa.nl/en/film/027e58d8-0c21-462a-ad84-3d3607923b8c/hissein-habré-a-chadian-tragedy?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Holland neutraal, de leger-  en vlootfilm","Willy Mullens","Netherlands","1917","165 min","https://www.idfa.nl/en/film/12606d33-2f58-415b-bd92-2066f7614fea/holland-neutraal-de-leger-en-vlootfilm?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Home Games","Alisa Kovalenko","France, Ukraine, Poland","2018","86 min","https://www.idfa.nl/en/film/1e6a6aae-0839-4c8e-b8b3-c19fc4066a6c/home-games?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"How Big Is the Galaxy?","Ksenia Elyan","Russia, Estonia","2018","72 min","https://www.idfa.nl/en/film/e7e0f1bd-0685-456d-8923-fc847559e4b8/how-big-is-the-galaxy?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"How to Make a Pearl","Jason Hanasik","United States, United Kingdom","2017","22 min","https://www.idfa.nl/en/film/2a0bd49f-a2a8-44bc-afc1-2d395b678ca6/how-to-make-a-pearl?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Human","Yann Arthus-Bertrand","France","2015","190 min","https://www.idfa.nl/en/film/1a3d45be-cc67-4fd6-8c72-acf02da67300/human?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Hybrid","Monteith McCollum","United States","2000","92 min","https://www.idfa.nl/en/film/07301e4a-e95e-4121-a23a-a3bc9b4259a9/hybrid?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I Am a Girl!","Susan Koenen","Netherlands","2010","15 min","https://www.idfa.nl/en/film/22fc28ab-8164-42f2-85cc-a267c3ee9ef1/i-am-a-girl?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I am Cuba, the Siberian Mammoth","Vicente Ferraz Goncalves","Brazil","2004","90 min","https://www.idfa.nl/en/film/a4aac9bd-73f5-480a-8541-f895d1d83df1/i-am-cuba-the-siberian-mammoth?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I Am Trying to Remember","Pegah Ahangarani","Iran, Czech Republic","2021","16 min","https://www.idfa.nl/en/film/5d0c6ffe-d4d5-4065-9921-661182644b71/i-am-trying-to-remember?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I Am","Denise Kelm Soares","Cuba, Brazil","2017","12 min","https://www.idfa.nl/en/film/eb4ff632-a0f8-4a77-8374-9c09ba32a627/i-am?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I Feel...","Elsbeth van Noppen","Netherlands","2010","15 min","https://www.idfa.nl/en/film/a23e8196-2fc8-4c72-92a5-3c1563514721/i-feel?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I Signed the Petition","Mahdi Fleifel","United Kingdom, Germany, Switzerland","2018","10 min","https://www.idfa.nl/en/film/1f9147e8-7223-4330-b911-f45c00a8a8b7/i-signed-the-petition?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I Will Marry the Whole Village","Zeljko Mirkovic","Serbia","2010","57 min","https://www.idfa.nl/en/film/c4603562-f736-4e3d-ae87-3c311201aabd/i-will-marry-the-whole-village?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"If You Eat Garlic, You Get Full","Tamim Abdullah","Afghanistan","2011","10 min","https://www.idfa.nl/en/film/1d027746-f0ef-4bf0-aa3b-8a78c25d44e5/if-you-eat-garlic-you-get-full?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"In Event of Moon Disaster","Francesca Panetta, Halsey Burgund","United States","2019","6 min","https://www.idfa.nl/en/film/29cebac4-4364-49d6-bf7a-479d16c04c02/in-event-of-moon-disaster?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"In Flow of Words","Eliane Esther Bots","Netherlands","2021","23 min","https://www.idfa.nl/en/film/bdd123c5-cb3a-4d81-b55f-ebd6abf5d819/in-flow-of-words?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
". In for Motion","Anirban Datta","India, Finland","2008","59 min","https://www.idfa.nl/en/film/79a49cb7-2401-40a5-a634-3a95e561f941/in-for-motion?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"In the Absence","Seung-Jun Yi","South Korea, United States","2018","29 min","https://www.idfa.nl/en/film/5970096c-220b-4765-93f1-134bee14f4d4/in-the-absence?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"In the Dark","Sergei Dvortsevoy","Finland, Russia","2004","40 min","https://www.idfa.nl/en/film/3a3e0fdd-5ed3-4b1e-bfe0-e3374834bc9b/in-the-dark?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"An Insignificant Man","Khushboo Ranka, Vinay Shukla","India","2016","96 min","https://www.idfa.nl/en/film/2859747f-22c4-4c10-bba9-0a8e6a1bae05/an-insignificant-man?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Invisible Policeman","Laith Al-Juneidi","United Arab Emirates","2011","59 min","https://www.idfa.nl/en/film/9c6ba7da-4052-4646-8029-87f9c0127691/the-invisible-policeman?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Invoking Justice","Deepa Dhanraj","India, United States, Japan","2011","86 min","https://www.idfa.nl/en/film/739d33c4-31ee-4b2b-83e4-e1c7dddd9a26/invoking-justice?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"It Has Already Been Ended Before You Can See the End","Shigeo Arikawa","Japan","2012","11 min","https://www.idfa.nl/en/film/885951f1-81fd-4e4b-8843-6afbdf470adb/it-has-already-been-ended-before-you-can-see-the-end?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"I’m Never Afraid!","Willem Baptist","Netherlands","2010","20 min","https://www.idfa.nl/en/film/00dd5fb6-e553-4c85-8f01-9b1fd54e4f3a/im-never-afraid?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Jaba","Andreas Bolm","Germany","2006","37 min","https://www.idfa.nl/en/film/93c591de-5a05-459b-a71c-b072b97f06d3/jaba?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Jade Green Station","Yu Jian","China","2003","122 min","https://www.idfa.nl/en/film/3075d8b1-23c6-4678-8c4b-8a9f0c5f9338/jade-green-station?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Joe's Violin","Kahane Cooperman","United States","2016","24 min","https://www.idfa.nl/en/film/32f25f8f-2fd1-479a-9c5d-d26488dbf991/joes-violin?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Johan","Sjoerd Niekamp","Netherlands","2014","15 min","https://www.idfa.nl/en/film/6ffc219e-3163-406d-a947-6744ac16cd40/johan?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Journalists","Aleh Dashkevich","Belarus","2008","52 min","https://www.idfa.nl/en/film/72fa9f97-1a63-4def-9974-f37686f6bc1a/journalists?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Journalist","Leiv Igor Devold","Poland","2004","8 min","https://www.idfa.nl/en/film/59a6387a-8d64-40ed-9146-50e891361903/the-journalist?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Jute: Letter for Carter","Gerrit van Dijk","Netherlands","1979","6 min","https://www.idfa.nl/en/film/d01c2463-b986-4c33-b544-39a6d0bb5aa2/jute-letter-for-carter?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Kamlabai","Reena Mohan","India","1992","46 min","https://www.idfa.nl/en/film/010bd6d7-6573-4c29-908c-976c289dc2e5/kamlabai?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Katya Krenalinova","Alexandra Lihacheva","Russia","2011","27 min","https://www.idfa.nl/en/film/26c2ab73-c71c-4b70-88f8-fd2a4b318100/katya-krenalinova?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Keiskamma - A Story of Love","Miki Redelinghuys","South Africa","2007","90 min","https://www.idfa.nl/en/film/f42c4832-7e13-4216-9fa8-5f451dec9441/keiskamma-a-story-of-love?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Kids Rights: Boglárka","Nora Ruszkai","Hungary","2011","3 min","https://www.idfa.nl/en/film/ef350d18-f516-4799-9ca1-149be731360f/kids-rights-boglárka?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Kids Rights: Gabriel","Iris Kleinsman, Yvonne Roerdink","Netherlands","2012","5 min","https://www.idfa.nl/en/film/e0611598-56f0-4253-a1bc-b5398fe15a61/kids-rights-gabriel?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"King Naki and the Thundering Hooves","Tim Wege","South Africa","2011","79 min","https://www.idfa.nl/en/film/b0099e6a-10e6-4252-8c6e-c9d8cf8455ae/king-naki-and-the-thundering-hooves?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"K'gari","Ella Rubeli, Boris Etingof, Kylie Boltin","Australia","2017","10 min","https://www.idfa.nl/en/film/21dcb11e-abf8-4e8b-ae2b-6524cf230382/kgari?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"La Strada","Damir Cucic","Croatia","2004","29 min","https://www.idfa.nl/en/film/8c3a57ea-44e3-4a4b-8242-ed764edaa4ea/la-strada?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Land Rush","Hugo Berkeley, Osvalde Lewat","Mali, United States","2012","58 min","https://www.idfa.nl/en/film/0a2921be-2654-4d6c-a228-85d4dd1bbf72/land-rush?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Last Rites","Yasmine Kabir","Bangladesh","2008","17 min","https://www.idfa.nl/en/film/3da1927d-0e4f-4cd0-9112-952a1ad98aab/the-last-rites?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Last Station","Cristian Soto, Catalina Vergara","Chile, Germany","2012","90 min","https://www.idfa.nl/en/film/44fe66d4-dcb2-4a9d-b9a5-0ef19d551245/the-last-station?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Last Victory","John Appel","Netherlands","2003","88 min","https://www.idfa.nl/en/film/7b9f5644-543c-4b1a-97f8-82c23685b43a/the-last-victory?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Laura & Anne 4 Ever","Susan Koenen","Netherlands","2008","23 min","https://www.idfa.nl/en/film/74636e65-3ece-4c8b-ad8c-c9a8f5b473da/laura-anne-4-ever?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Legend: A Film about Greg Garing","Emily Branham","United States","2010","8 min","https://www.idfa.nl/en/film/d81b159d-460d-448a-a1a5-e345c4fb9d07/legend-a-film-about-greg-garing?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Lenno & the Angelfish","Shamira Raphaëla","Netherlands","2017","19 min","https://www.idfa.nl/en/film/a44742ce-e49a-43a5-bb60-bed21f03bc8b/lenno-the-angelfish?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"A Lesson of Belarusian","Miroslaw Dembinski","Poland","2006","51 min","https://www.idfa.nl/en/film/f1e9d54c-b802-464a-b41f-4fedd3687218/a-lesson-of-belarusian?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Let Me Go Home","Chiel Aldershoff","Netherlands","2009","15 min","https://www.idfa.nl/en/film/35276776-d425-4423-8126-2ce26e6437e4/let-me-go-home?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Limbo","Shehani Fernando","United Kingdom","2017","7 min","https://www.idfa.nl/en/film/01eeffc2-48fc-456e-832a-3c9e9311b9e2/limbo?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"LISTEN","Astrid Bussink","Netherlands","2017","15 min","https://www.idfa.nl/en/film/371f36fa-c170-4a07-b993-e08335137e65/listen?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Little Ethiopia: Chez nous","Joe Bini, Maya Daisy Hawke","United Kingdom, United States","2020","90 min","https://www.idfa.nl/en/film/a237bb35-dec7-4cf3-b8bb-90f57c601660/little-ethiopia-chez-nous?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Little Miss Piggy","Ellen Vloet","Netherlands","2013","18 min","https://www.idfa.nl/en/film/b2f4f895-c29a-4e6d-b07e-58375bdbef0a/little-miss-piggy?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Little Voices","Jairo Eduardo Carrillo","Colombia","2010","75 min","https://www.idfa.nl/en/film/78f52acc-9f10-4980-a5ff-0ca2f2ac99ac/little-voices?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Load","Victor Alexis Guerrero","Cuba","2015","25 min","https://www.idfa.nl/en/film/5e3fe14b-bece-4c42-8f98-da6c6725ab4b/the-load?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Lobotomy","Yury Khashchavatski","Belarus, Estonia, Germany, Poland","2010","57 min","https://www.idfa.nl/en/film/781b87b7-4ec5-461e-8f51-3c964262536e/lobotomy?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"London Can Take It","Harry Watt, Humphrey Jennings","England","1940","9 min","https://www.idfa.nl/en/film/429c29bc-bc55-49a3-b3fd-6c4447682751/london-can-take-it?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Lonely Boy","Wolf Koenig, Roman Kroitor","Canada","1962","27 min","https://www.idfa.nl/en/film/a23fb7d9-5f41-41fe-92fe-fc66d229fc19/lonely-boy?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Longstay","Maria Mok, Meral Uslu","Netherlands","2009","90 min","https://www.idfa.nl/en/film/8188c742-1012-4866-97a5-e7a3964d308a/longstay?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"LoVR","Aaron Bradbury","England","2014","4 min","https://www.idfa.nl/en/film/75f80d33-cb80-4c51-bf8e-583aab9ad250/lovr?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Lucanamarca","Carlos Cárdenas Tovar, Héctor Gálvez","Peru","2008","54 min","https://www.idfa.nl/en/film/c079c9b4-5757-435e-9fe8-86088e141bac/lucanamarca?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Lullaby","Victor Kossakovsky","Russia","2012","3 min","https://www.idfa.nl/en/film/72b71e8d-c62e-42ed-8b36-b7c373cd8630/lullaby?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Lyari Notes","Maheen Zia, Miriam Chandy Menacherry","India, Pakistan","2015","80 min","https://www.idfa.nl/en/film/e920c79c-874a-4872-ac1d-00e139d54c64/lyari-notes?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Magic Words (to Break a Spell)","Mercedes Moncada Rodríguez","Mexico, Guatemala, Nicaragua","2012","82 min","https://www.idfa.nl/en/film/f5ced55e-7766-4cc4-8d6b-6622ccdae0df/magic-words-to-break-a-spell?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Maids & Bosses","Abner Benaim","Panama, Argentina","2010","58 min","https://www.idfa.nl/en/film/98c3b5d8-2fbd-41cf-83c3-b0219b37e8f4/maids-bosses?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Man Who Looked Beyond the Horizon","Martijn Blekendaal","Netherlands","2018","26 min","https://www.idfa.nl/en/film/39fbd8f2-14d9-438c-9ae6-f9aba6695787/the-man-who-looked-beyond-the-horizon?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Man with a Movie Camera: The Global Remake","Perry Bard","United States","2009","67 min","https://www.idfa.nl/en/film/52a17e3d-701d-410c-9aaa-36ab1cc61b31/man-with-a-movie-camera-the-global-remake?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Many Sad Fates of Mr. Toledano","Joshua Seftel","United States","2015","27 min","https://www.idfa.nl/en/film/64bc736c-ef0f-4cd7-a945-68b3ef36a568/the-many-sad-fates-of-mr-toledano?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Maria Lionza, Breath of Orchids","John Petrizzelli","Venezuela","2007","82 min","https://www.idfa.nl/en/film/5195ba9e-da09-4eed-a90d-b53c610c65f1/maria-lionza-breath-of-orchids?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Meadow","Jela Hasler","Switzerland","2015","9 min","https://www.idfa.nl/en/film/55221304-547e-476b-98a9-33f6da82b8fc/the-meadow?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"A Memory in Three Acts","Inadelso Cossa","Mozambique","2016","64 min","https://www.idfa.nl/en/film/e681ef59-759d-49ba-aea0-c0527930694e/a-memory-in-three-acts?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Metodo dei Loci","Rebecca Digne","Italy","2019","4 min","https://www.idfa.nl/en/film/30d314d9-68f0-47d9-94b3-1f426879c1f7/metodo-dei-loci?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Mission: Hebron","Rona Segal","Israel","2020","22 min","https://www.idfa.nl/en/film/e5951944-ce64-4b8e-98dd-a5b392d6bfda/mission-hebron?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Monument","Gregorio Graziosi","Brazil","2012","10 min","https://www.idfa.nl/en/film/d8f4e0ce-d224-49db-aa43-15af6068107a/monument?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Mookie","Neske Beks","Netherlands","2012","19 min","https://www.idfa.nl/en/film/02c062b5-d534-4739-8698-c53a79fbc187/mookie?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Mortified","David Nadelberg","United States","2009","90 min","https://www.idfa.nl/en/film/bb777873-8d61-4222-a8a9-a30938d90262/mortified?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Mothership Goes to Brazil","Josefin Arnell","Sweden, Netherlands","2016","28 min","https://www.idfa.nl/en/film/b2101781-b045-49b6-9fbb-2d9664bed8a9/mothership-goes-to-brazil?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Motion/Static","Peter Gerard","Scotland","2009","12 min","https://www.idfa.nl/en/film/6fc8607b-2bce-4fd5-9b90-4ae2f6e25f0e/motion-static?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Motodrom","Joerg Wagner","Germany","2006","9 min","https://www.idfa.nl/en/film/6f3e91ec-816b-4543-ac16-c4b79a222915/motodrom?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Mushrooms of Concrete","Martijn Payens","Belgium, Albania","2010","23 min","https://www.idfa.nl/en/film/46011c40-5b95-4f8a-a0c0-621ac3a0c690/mushrooms-of-concrete?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Music Partisans","Miroslaw Dembinski","Poland","2007","58 min","https://www.idfa.nl/en/film/1271e61e-aef5-480c-aa5c-6f7863f11bac/music-partisans?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"My Enemy, My Brother","Ann Shin","Canada","2016","17 min","https://www.idfa.nl/en/film/b9d1a5fd-b17c-4ff5-8049-170d674f31e4/my-enemy-my-brother?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"My First Contact","Mari Corrêa, Kumaré Ikpeng","Brazil","2005","56 min","https://www.idfa.nl/en/film/79c8c519-f815-4105-8cbb-f5b47ec48346/my-first-contact?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"My Inner Wolf","Roel Wouters, Luna Maurer","Netherlands","2019","5 min","https://www.idfa.nl/en/film/0511442a-c192-4c5f-a093-8bf6c70a6058/my-inner-wolf?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"My Olympic Summer","Daniel Robin","United States","2007","12 min","https://www.idfa.nl/en/film/51c667ae-3327-45ba-97fd-86ba30a11ca3/my-olympic-summer?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"My Silicone Love","Sophie Dros","Netherlands","2015","27 min","https://www.idfa.nl/en/film/27a93153-8a44-4227-a463-e208ddce4558/my-silicone-love?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Naked","Tove Kjellmark","Sweden","2009","9 min","https://www.idfa.nl/en/film/9540c169-351e-4a78-8ffe-d660a1433fb1/naked?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Naomi's Secret","Saskia Gubbels","Netherlands","2016","15 min","https://www.idfa.nl/en/film/76a4acc5-309f-44d2-bb01-2211228b1ed9/naomis-secret?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"National Park","Dragan Nikolic","Serbia","2006","27 min","https://www.idfa.nl/en/film/85fbcbfe-94d2-4d2f-b9c7-40e6cef983df/national-park?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Nero's Guests","Deepa Bhatia","India","2009","55 min","https://www.idfa.nl/en/film/e9265992-0425-4592-acca-29d2ba61010b/neros-guests?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Never Like the First Time!","Jonas Odell","Sweden","2005","15 min","https://www.idfa.nl/en/film/420c1a3e-c169-4e9d-adfc-0d69b0a70794/never-like-the-first-time?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Night Watchman","Natalia Almada","Mexico, United States","2011","72 min","https://www.idfa.nl/en/film/32aeaf9a-82b5-4401-8b15-8df6d5e3af8b/the-night-watchman?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Ninnoc","Niki Padidar","Netherlands","2015","18 min","https://www.idfa.nl/en/film/727e3b55-1be6-49dc-81cf-6a5e8ac25d88/ninnoc?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"No Crying at the Dinner Table","Carol Nguyen","Canada","2019","16 min","https://www.idfa.nl/en/film/d5dd8478-aae8-4c48-804b-67eab8df7a6b/no-crying-at-the-dinner-table?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Nokia Mobile – We Were Connecting People","Arto Koskinen","Finland","2017","92 min","https://www.idfa.nl/en/film/19c2a290-eaf4-4854-a805-028c0d6db060/nokia-mobile-we-were-connecting-people?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Noosfera","Ileana Stanculescu, Artchil Khetagouri","Romania","2011","55 min","https://www.idfa.nl/en/film/60cad26c-112d-4146-b3bd-4fe42abf9a2c/noosfera?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Northern Lights","Kristoffer Kiørboe","Denmark","2009","27 min","https://www.idfa.nl/en/film/e103d273-4cd1-4598-851a-7bf8c2ecc30c/northern-lights?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Nose, Iranian Style","Mehrdad Oskouei","Iran","2005","52 min","https://www.idfa.nl/en/film/64ded396-9c92-4458-b2b6-648765128db1/nose-iranian-style?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Nothing Is Going to Happen","Roeland van Doorn","Netherlands","2013","12 min","https://www.idfa.nl/en/film/c3c0c8ab-6275-4c47-a3c9-e363f17e0159/nothing-is-going-to-happen?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Nuisance Bear","Jack Weisman, Gabriela Osio Vanden","Canada","2021","15 min","https://www.idfa.nl/en/film/e0a1deb1-c468-4ecb-b770-46b47fb69670/nuisance-bear?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Nutkin's Last Stand","Nick Berger","United States","2008","18 min","https://www.idfa.nl/en/film/ecffd1e5-a86b-4830-aa8d-e4743194136d/nutkins-last-stand?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Of Shame and Coffins","Maziar Bahari","Iran","2001","27 min","https://www.idfa.nl/en/film/a76fa001-58e5-411e-97e2-f06f26848ac6/of-shame-and-coffins?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Offside","Daniel Sivan, Dorit Tadir","Israel","2005","15 min","https://www.idfa.nl/en/film/fd3ddbe4-c683-44d6-b30c-eace8959d53b/offside?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"OK Good","Alexandra Kulak, Yulia Kurmangalina, Anna Kornienko","Russia","2015","20 min","https://www.idfa.nl/en/film/3026699f-4eaa-4b7e-bc91-69df9fcd901d/ok-good?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Olden Heralds","Luis Alejandro Yero","Cuba","2018","23 min","https://www.idfa.nl/en/film/92f1a4a3-31c3-470d-b9c4-c27b4792ba18/the-olden-heralds?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"On the Way to School","Özgür Dogan, Orhan Eskikoy","Turkey, Netherlands","2008","80 min","https://www.idfa.nl/en/film/c2ab3427-19f3-47b5-874f-cf89d3a71c6f/on-the-way-to-school?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Once the Dust Settles","John Appel","Netherlands","2019","85 min","https://www.idfa.nl/en/film/08ff8363-760a-4f31-9651-06d1b3c2f6f7/once-the-dust-settles?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Operation Jane Walk","Leonhard Müllner, Robin Klengel","Austria","2018","17 min","https://www.idfa.nl/en/film/e45ff768-770e-4f7d-9bf7-33ba875d3f12/operation-jane-walk?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Order Electrus","Floris Kaayk","Netherlands","2005","8 min","https://www.idfa.nl/en/film/8ae4902e-7860-403e-8567-f9b4cc8f8b82/order-electrus?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"The Other Cup","Damian Cukierkorn","Argentina","2006","90 min","https://www.idfa.nl/en/film/5b328f62-7b8e-4bcd-ae2c-1a4c995db05e/the-other-cup?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Paparazzi","Piotr W. Bernas","Poland","2011","33 min","https://www.idfa.nl/en/film/97c9fdd1-1f8f-417c-aee4-553354dd0f53/paparazzi?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
"Park Avenue: Money, Power and the American Dream","Alex Gibney","United States","2012","58 min","https://www.idfa.nl/en/film/15f80746-795e-4189-a5c2-5ad34c71dcd5/park-avenue-money-power-and-the-american-dream?filters[tvPrice]=Free&collectionType=idfa","2023-01-01"
